Rule,support,confidence,lift
"Stock cubes or granulate (bouillon base), PROCESS = Boiling, Wheat bread and rolls, white (refined flour)  ⇒  Sucrose (common sugar)",0.064,1.0,7.8125
"Wheat bread and rolls, white (refined flour), Milk powder, full fat, SOURCE-COMMODITIES = Cow milk, whole  ⇒  Sucrose (common sugar)",0.064,1.0,7.8125
"Chili peppers, PROCESS = Raw, no heat treatment, PROCESS = Boiling, QUALITATIVE-INFO = Red, Milk powder, full fat, SOURCE-COMMODITIES = Cow milk, whole  ⇒  Sucrose (common sugar)",0.056,1.0,7.8125
"Salt, Okra, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Porridge water based (ready to eat), PROCESS = Boiling, INGREDIENT = Cassava roots",0.064,0.8,7.692307692307693
"Porridge water based (ready to eat), PROCESS = Boiling, INGREDIENT = Cassava roots  ⇒  Salt, Okra, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.064,0.6153846153846154,7.6923076923076925
"Wheat bread and rolls, white (refined flour)  ⇒  Sucrose (common sugar), Stock cubes or granulate (bouillon base), PROCESS = Boiling",0.064,0.6666666666666666,7.575757575757576
"Salt, Porridge water based (ready to eat), PROCESS = Boiling, INGREDIENT = Cassava roots  ⇒  Okra, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.064,0.6666666666666666,7.575757575757576
"Okra, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Salt, Porridge water based (ready to eat), PROCESS = Boiling, INGREDIENT = Cassava roots",0.064,0.7272727272727273,7.575757575757576
"Sucrose (common sugar), Stock cubes or granulate (bouillon base), PROCESS = Boiling  ⇒  Wheat bread and rolls, white (refined flour)",0.064,0.7272727272727273,7.575757575757576
"Wheat bread and rolls, white (refined flour)  ⇒  Salt, Sucrose (common sugar)",0.064,0.6666666666666666,7.575757575757576
"Salt, Sucrose (common sugar)  ⇒  Wheat bread and rolls, white (refined flour)",0.064,0.7272727272727273,7.575757575757576
"Milk powder, full fat, SOURCE-COMMODITIES = Cow milk, whole  ⇒  Sucrose (common sugar), Chili peppers, PROCESS = Raw, no heat treatment, PROCESS = Boiling, QUALITATIVE-INFO = Red",0.056,0.7777777777777779,7.4786324786324805
"Sucrose (common sugar)  ⇒  Wheat bread and rolls, white (refined flour)",0.088,0.6875,7.161458333333333
"Wheat bread and rolls, white (refined flour)  ⇒  Sucrose (common sugar)",0.088,0.9166666666666666,7.161458333333333
"Chili peppers, PROCESS = Raw, no heat treatment, PROCESS = Boiling, QUALITATIVE-INFO = Red, Wheat bread and rolls, white (refined flour)  ⇒  Sucrose (common sugar)",0.08,0.9090909090909092,7.1022727272727275
"Sucrose (common sugar)  ⇒  Chili peppers, PROCESS = Raw, no heat treatment, PROCESS = Boiling, QUALITATIVE-INFO = Red, Wheat bread and rolls, white (refined flour)",0.08,0.625,7.1022727272727275
"Porridge water based (ready to eat), PROCESS = Boiling, INGREDIENT = Cassava roots, Palm oil/fat, QUALITATIVE-INFO = Red  ⇒  Okra, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.064,0.6153846153846154,6.993006993006994
"Porridge water based (ready to eat), PROCESS = Boiling, INGREDIENT = Cassava roots  ⇒  Okra, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.064,0.6153846153846154,6.993006993006994
"Okra, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Porridge water based (ready to eat), PROCESS = Boiling, INGREDIENT = Cassava roots",0.064,0.7272727272727273,6.993006993006993
"Okra, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Porridge water based (ready to eat), PROCESS = Boiling, INGREDIENT = Cassava roots, Palm oil/fat, QUALITATIVE-INFO = Red",0.064,0.7272727272727273,6.993006993006993
"Wheat bread and rolls, white (refined flour), Palm oil/fat, QUALITATIVE-INFO = Red  ⇒  Sucrose (common sugar)",0.064,0.888888888888889,6.944444444444445
"Stock cubes or granulate (bouillon base), PROCESS = Boiling, Okra, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Porridge water based (ready to eat), PROCESS = Boiling, INGREDIENT = Cassava roots",0.056,0.7,6.730769230769231
"Chili peppers, PROCESS = Raw, no heat treatment, PROCESS = Boiling, QUALITATIVE-INFO = Red, Okra, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Porridge water based (ready to eat), PROCESS = Boiling, INGREDIENT = Cassava roots",0.056,0.7,6.730769230769231
"Okra, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Porridge water based (ready to eat), PROCESS = Boiling, INGREDIENT = Cassava roots, Stock cubes or granulate (bouillon base), PROCESS = Boiling",0.056,0.6363636363636365,6.62878787878788
"Okra, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Chili peppers, PROCESS = Raw, no heat treatment, PROCESS = Boiling, QUALITATIVE-INFO = Red, Porridge water based (ready to eat), PROCESS = Boiling, INGREDIENT = Cassava roots",0.056,0.6363636363636365,6.62878787878788
"Nightshade, black, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Stock cubes or granulate (bouillon base), PROCESS = Boiling, Taros, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.072,0.6923076923076923,2.9840848806366047
"Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Tomatoes, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.12,0.8333333333333334,2.893518518518519
"Leeks, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.08,0.8333333333333334,2.893518518518519
"Nightshade, black, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Salt, Taros, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.072,0.6923076923076923,2.791563275434243
"Nightshade, black, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Chili peppers, PROCESS = Raw, no heat treatment, PROCESS = Boiling, QUALITATIVE-INFO = Red, Taros, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.072,0.6923076923076923,2.791563275434243
"Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Peanuts, PROCESS = Roasting, PROCESS = Boiling, Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.192,0.6666666666666667,2.688172043010753
"Peanuts, PROCESS = Roasting, PROCESS = Boiling, Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.192,0.7741935483870968,2.688172043010753
"Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Onions, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.184,0.7666666666666667,2.662037037037037
"Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Onions, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.184,0.638888888888889,2.662037037037037
"Rice grain, polished, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.208,0.7647058823529411,2.6552287581699345
"Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Rice grain, polished, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.208,0.7222222222222222,2.6552287581699345
"Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Mackerel, PROCESS = Raw, no heat treatment, PROCESS = Boiling, QUALITATIVE-INFO = Fresh  ⇒  Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.152,0.7599999999999999,2.638888888888889
"Nightshade, black, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Taros, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Palm oil/fat, QUALITATIVE-INFO = Red",0.072,0.6923076923076923,2.622377622377622
"Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Palm oil/fat, QUALITATIVE-INFO = Red  ⇒  Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.24,0.9375,2.604166666666667
"Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Palm oil/fat, QUALITATIVE-INFO = Red",0.24,0.6666666666666666,2.6041666666666665
"Rice grain, polished, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.208,0.9285714285714285,2.579365079365079
"Peanuts, PROCESS = Roasting, PROCESS = Boiling, Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.192,0.9230769230769231,2.5641025641025643
"Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.264,0.9166666666666667,2.5462962962962967
"Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.264,0.7333333333333334,2.5462962962962967
"Nightshade, black, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Palm oil/fat, QUALITATIVE-INFO = Red  ⇒  Taros, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.072,0.6923076923076923,2.5452488687782804
"Nightshade, black, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Taros, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.072,0.6923076923076923,2.5452488687782804
"Chili peppers, PROCESS = Raw, no heat treatment, PROCESS = Boiling, QUALITATIVE-INFO = Red, Nightshade, black, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Taros, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.072,0.6923076923076923,2.5452488687782804
"Salt, Nightshade, black, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Taros, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.072,0.6923076923076923,2.5452488687782804
"Nightshade, black, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Stock cubes or granulate (bouillon base), PROCESS = Boiling  ⇒  Taros, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.072,0.6923076923076923,2.5452488687782804
"Leeks, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Peanuts, PROCESS = Roasting, PROCESS = Boiling  ⇒  Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.064,0.7272727272727273,2.5252525252525255
"Leeks, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.08,0.9090909090909092,2.5252525252525255
"Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Plantains, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.08,0.9090909090909092,2.5252525252525255
"Chili peppers, PROCESS = Raw, no heat treatment, PROCESS = Boiling, QUALITATIVE-INFO = Red, Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.24,0.9090909090909091,2.525252525252525
"Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Chili peppers, PROCESS = Raw, no heat treatment, PROCESS = Boiling, QUALITATIVE-INFO = Red, Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.24,0.6666666666666666,2.525252525252525
"Salt, Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.232,0.90625,2.517361111111111
"Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Salt, Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.232,0.6444444444444445,2.517361111111111
"Mackerel, PROCESS = Raw, no heat treatment, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.152,0.9047619047619047,2.513227513227513
"Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Palm oil/fat, QUALITATIVE-INFO = Red",0.24,0.8333333333333334,2.4801587301587302
"Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Plantains, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.08,0.7142857142857143,2.4801587301587302
"Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Chili peppers, PROCESS = Raw, no heat treatment, PROCESS = Boiling, QUALITATIVE-INFO = Red, Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.24,0.8333333333333334,2.4801587301587302
"Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Palm oil/fat, QUALITATIVE-INFO = Red  ⇒  Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.24,0.7142857142857142,2.4801587301587302
"Chili peppers, PROCESS = Raw, no heat treatment, PROCESS = Boiling, QUALITATIVE-INFO = Red, Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.24,0.7142857142857142,2.4801587301587302
"Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Stock cubes or granulate (bouillon base), PROCESS = Boiling  ⇒  Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.192,0.888888888888889,2.469135802469136
"Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Onions, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.184,0.8846153846153847,2.4572649572649574
"Leeks, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Peanuts, PROCESS = Roasting, PROCESS = Boiling  ⇒  Tomatoes, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.064,0.7272727272727273,2.4570024570024573
"Salt, Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.232,0.7073170731707317,2.4559620596205964
"Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Salt, Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.232,0.8055555555555557,2.4559620596205964
"Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Tomatoes, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.12,0.8823529411764705,2.4509803921568625
"Leeks, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Tomatoes, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.056,0.7,2.430555555555556
"Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Stock cubes or granulate (bouillon base), PROCESS = Boiling",0.192,0.6666666666666667,2.3148148148148153
"Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Stock cubes or granulate (bouillon base), PROCESS = Boiling  ⇒  Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.192,0.6666666666666667,2.3148148148148153
"Mackerel, PROCESS = Raw, no heat treatment, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, Tomatoes, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.096,0.6666666666666667,2.3148148148148153
"Leeks, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Peanuts, PROCESS = Roasting, PROCESS = Boiling  ⇒  Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.072,0.8181818181818181,2.2727272727272725
"Leeks, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Onions, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.056,0.6363636363636365,2.2095959595959602
"Leeks, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Tomatoes, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.056,0.6363636363636365,2.1498771498771503
"Leeks, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Mackerel, PROCESS = Raw, no heat treatment, PROCESS = Boiling, QUALITATIVE-INFO = Fresh  ⇒  Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.064,0.6153846153846154,2.136752136752137
"Leeks, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Rice grain, polished, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.088,0.6111111111111112,2.121913580246914
"Peanuts, PROCESS = Roasting, PROCESS = Boiling, Tomatoes, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.112,0.6086956521739131,2.1135265700483097
"Dried fish, PROCESS = Smoking, PROCESS = Boiling, Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Peanuts, PROCESS = Roasting, PROCESS = Boiling",0.056,1.0,1.9841269841269842
"Bitterleaves, PROCESS = Raw, no heat treatment, PROCESS = Boiling, GENERIC-TERM = Other, Onions, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Mackerel, PROCESS = Raw, no heat treatment, PROCESS = Boiling, QUALITATIVE-INFO = Fresh",0.056,0.875,1.953125
"Rice grain, polished, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Watermelon seeds, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Mackerel, PROCESS = Raw, no heat treatment, PROCESS = Boiling, QUALITATIVE-INFO = Fresh",0.056,0.875,1.953125
"Leeks, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Tomatoes, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.056,0.7,1.9444444444444444
"Watermelon seeds, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Rice grain, polished, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Mackerel, PROCESS = Raw, no heat treatment, PROCESS = Boiling, QUALITATIVE-INFO = Fresh",0.056,0.6363636363636365,1.9401330376940136
"Leeks, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Rice grain, polished, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.096,0.6666666666666667,1.851851851851852
"Leeks, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Onions, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Mackerel, PROCESS = Raw, no heat treatment, PROCESS = Boiling, QUALITATIVE-INFO = Fresh",0.072,0.8181818181818181,1.826298701298701
"Rice grain, polished, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Plantains, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Mackerel, PROCESS = Raw, no heat treatment, PROCESS = Boiling, QUALITATIVE-INFO = Fresh",0.104,0.8125,1.8136160714285714
"Peanuts, PROCESS = Roasting, PROCESS = Boiling, Tomatoes, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.12,0.6521739130434783,1.8115942028985508
"Ginger roots, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Plantains, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Peanuts, PROCESS = Roasting, PROCESS = Boiling",0.08,0.9090909090909092,1.8037518037518039
"Dried fish, PROCESS = Smoking, PROCESS = Boiling, Peanuts, PROCESS = Roasting, PROCESS = Boiling  ⇒  Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.056,0.6363636363636365,1.767676767676768
"Plantains, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Tomatoes, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Peanuts, PROCESS = Roasting, PROCESS = Boiling",0.064,0.888888888888889,1.7636684303350971
"Salt, Leeks, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.096,0.6315789473684211,1.754385964912281
"Plantains, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Tomatoes, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Mackerel, PROCESS = Raw, no heat treatment, PROCESS = Boiling, QUALITATIVE-INFO = Fresh",0.056,0.7777777777777779,1.7361111111111114
"Watermelon seeds, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Mackerel, PROCESS = Raw, no heat treatment, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, Palm oil/fat, QUALITATIVE-INFO = Red",0.064,0.7272727272727273,1.7152658662092626
"Leeks, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Mackerel, PROCESS = Raw, no heat treatment, PROCESS = Boiling, QUALITATIVE-INFO = Fresh  ⇒  Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.064,0.6153846153846154,1.7094017094017095
"Mackerel, PROCESS = Raw, no heat treatment, PROCESS = Boiling, QUALITATIVE-INFO = Fresh, Tomatoes, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.088,0.6111111111111112,1.697530864197531
"Leeks, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Palm oil/fat, QUALITATIVE-INFO = Red  ⇒  Garlic, PROCESS = Raw, no heat treatment, PROCESS = Boiling",0.088,0.6111111111111112,1.697530864197531
"Watermelon seeds, PROCESS = Raw, no heat treatment, PROCESS = Boiling  ⇒  Chili peppers, PROCESS = Raw, no heat treatment, PROCESS = Boiling, QUALITATIVE-INFO = Red, Mackerel, PROCESS = Raw, no heat treatment, PROCESS = Boiling, QUALITATIVE-INFO = Fresh",0.064,0.7272727272727273,1.6835016835016836
"Rice grain, polished, PROCESS = Raw, no heat treatment, PROCESS = Boiling, Bitterleaves, PROCESS = Raw, no heat treatment, PROCESS = Boiling, GENERIC-TERM = Other  ⇒  Mackerel, PROCESS = Raw, no heat treatment, PROCESS = Boiling, QUALITATIVE-INFO = Fresh",0.072,0.7499999999999999,1.6741071428571426
